start_tsc 9263541789443575 start_tsp 1739292286982504362
NODE_N=50
Initialization...
setting device 0 with name NVIDIA A100-PCIE-40GB
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 3200000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 6400000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 250
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 500
OK, begin to generate orders.
CPU_Times,1739292287507620352,1739292288044127744,536507392
Overlap_Times,0,0,0
RUNTIME cudaMalloc_v3020 (cbid=20), 1739292287507631134,1739292287507770316,139182, process 3626769, thread 2732793856, correlation 1
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031693604,1739292288031693694,90, process 3626769, thread 2732793856, correlation 1657
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031693764,1739292288031693964,200, process 3626769, thread 2732793856, correlation 1658
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031694094,1739292288031694285,191, process 3626769, thread 2732793856, correlation 1659
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031694345,1739292288031694445,100, process 3626769, thread 2732793856, correlation 1660
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031694505,1739292288031694726,221, process 3626769, thread 2732793856, correlation 1661
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031694786,1739292288031694986,200, process 3626769, thread 2732793856, correlation 1662
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031695247,1739292288031695347,100, process 3626769, thread 2732793856, correlation 1663
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031695407,1739292288031695497,90, process 3626769, thread 2732793856, correlation 1664
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031695567,1739292288031695768,201, process 3626769, thread 2732793856, correlation 1665
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031695888,1739292288031696078,190, process 3626769, thread 2732793856, correlation 1666
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031696138,1739292288031696238,100, process 3626769, thread 2732793856, correlation 1667
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031696299,1739292288031696519,220, process 3626769, thread 2732793856, correlation 1668
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031696579,1739292288031696790,211, process 3626769, thread 2732793856, correlation 1669
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031697060,1739292288031697170,110, process 3626769, thread 2732793856, correlation 1670
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031697231,1739292288031697321,90, process 3626769, thread 2732793856, correlation 1671
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031697381,1739292288031697591,210, process 3626769, thread 2732793856, correlation 1672
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031697711,1739292288031697902,191, process 3626769, thread 2732793856, correlation 1673
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031697962,1739292288031698062,100, process 3626769, thread 2732793856, correlation 1674
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031698122,1739292288031698342,220, process 3626769, thread 2732793856, correlation 1675
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031698403,1739292288031698613,210, process 3626769, thread 2732793856, correlation 1676
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031698924,1739292288031699024,100, process 3626769, thread 2732793856, correlation 1677
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031699084,1739292288031699184,100, process 3626769, thread 2732793856, correlation 1678
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031699244,1739292288031699445,201, process 3626769, thread 2732793856, correlation 1679
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031699575,1739292288031699765,190, process 3626769, thread 2732793856, correlation 1680
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031699825,1739292288031699925,100, process 3626769, thread 2732793856, correlation 1681
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031699986,1739292288031700206,220, process 3626769, thread 2732793856, correlation 1682
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031700266,1739292288031700466,200, process 3626769, thread 2732793856, correlation 1683
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031700777,1739292288031700887,110, process 3626769, thread 2732793856, correlation 1684
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031700947,1739292288031701038,91, process 3626769, thread 2732793856, correlation 1685
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031701108,1739292288031701308,200, process 3626769, thread 2732793856, correlation 1686
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031701459,1739292288031701649,190, process 3626769, thread 2732793856, correlation 1687
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031701709,1739292288031701799,90, process 3626769, thread 2732793856, correlation 1688
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031701859,1739292288031702080,221, process 3626769, thread 2732793856, correlation 1689
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031702140,1739292288031702350,210, process 3626769, thread 2732793856, correlation 1690
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031703312,1739292288031703412,100, process 3626769, thread 2732793856, correlation 1691
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031703472,1739292288031703582,110, process 3626769, thread 2732793856, correlation 1692
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031703643,1739292288031703853,210, process 3626769, thread 2732793856, correlation 1693
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031704013,1739292288031704204,191, process 3626769, thread 2732793856, correlation 1694
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031704264,1739292288031704364,100, process 3626769, thread 2732793856, correlation 1695
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031704424,1739292288031704644,220, process 3626769, thread 2732793856, correlation 1696
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031704705,1739292288031704905,200, process 3626769, thread 2732793856, correlation 1697
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031705206,1739292288031705316,110, process 3626769, thread 2732793856, correlation 1698
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031705376,1739292288031705466,90, process 3626769, thread 2732793856, correlation 1699
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031705526,1739292288031705736,210, process 3626769, thread 2732793856, correlation 1700
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031705857,1739292288031706047,190, process 3626769, thread 2732793856, correlation 1701
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031706117,1739292288031706207,90, process 3626769, thread 2732793856, correlation 1702
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031706268,1739292288031706488,220, process 3626769, thread 2732793856, correlation 1703
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031706548,1739292288031706748,200, process 3626769, thread 2732793856, correlation 1704
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031707189,1739292288031707299,110, process 3626769, thread 2732793856, correlation 1705
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031707359,1739292288031707450,91, process 3626769, thread 2732793856, correlation 1706
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031707510,1739292288031707720,210, process 3626769, thread 2732793856, correlation 1707
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031707871,1739292288031708061,190, process 3626769, thread 2732793856, correlation 1708
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031708121,1739292288031708221,100, process 3626769, thread 2732793856, correlation 1709
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031708281,1739292288031708502,221, process 3626769, thread 2732793856, correlation 1710
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031708562,1739292288031708772,210, process 3626769, thread 2732793856, correlation 1711
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031709163,1739292288031709273,110, process 3626769, thread 2732793856, correlation 1712
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031709333,1739292288031709443,110, process 3626769, thread 2732793856, correlation 1713
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031709503,1739292288031709704,201, process 3626769, thread 2732793856, correlation 1714
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031709854,1739292288031710044,190, process 3626769, thread 2732793856, correlation 1715
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031710105,1739292288031710205,100, process 3626769, thread 2732793856, correlation 1716
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031710265,1739292288031710485,220, process 3626769, thread 2732793856, correlation 1717
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031710545,1739292288031710746,201, process 3626769, thread 2732793856, correlation 1718
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031712209,1739292288031712309,100, process 3626769, thread 2732793856, correlation 1719
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031712379,1739292288031712469,90, process 3626769, thread 2732793856, correlation 1720
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031712529,1739292288031712730,201, process 3626769, thread 2732793856, correlation 1721
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031712880,1739292288031713080,200, process 3626769, thread 2732793856, correlation 1722
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031713140,1739292288031713230,90, process 3626769, thread 2732793856, correlation 1723
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031713291,1739292288031713511,220, process 3626769, thread 2732793856, correlation 1724
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031713571,1739292288031713782,211, process 3626769, thread 2732793856, correlation 1725
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031714673,1739292288031714784,111, process 3626769, thread 2732793856, correlation 1726
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031714844,1739292288031714934,90, process 3626769, thread 2732793856, correlation 1727
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031715004,1739292288031715204,200, process 3626769, thread 2732793856, correlation 1728
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031715365,1739292288031715545,180, process 3626769, thread 2732793856, correlation 1729
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031715605,1739292288031715705,100, process 3626769, thread 2732793856, correlation 1730
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031715765,1739292288031715986,221, process 3626769, thread 2732793856, correlation 1731
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031716046,1739292288031716256,210, process 3626769, thread 2732793856, correlation 1732
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031716988,1739292288031717098,110, process 3626769, thread 2732793856, correlation 1733
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031717328,1739292288031717649,321, process 3626769, thread 2732793856, correlation 1734
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031717869,1739292288031718070,201, process 3626769, thread 2732793856, correlation 1735
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031718220,1739292288031718621,401, process 3626769, thread 2732793856, correlation 1736
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031718681,1739292288031718781,100, process 3626769, thread 2732793856, correlation 1737
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031718841,1739292288031719061,220, process 3626769, thread 2732793856, correlation 1738
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031719122,1739292288031719322,200, process 3626769, thread 2732793856, correlation 1739
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031719633,1739292288031719743,110, process 3626769, thread 2732793856, correlation 1740
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031719793,1739292288031719893,100, process 3626769, thread 2732793856, correlation 1741
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031719953,1739292288031720163,210, process 3626769, thread 2732793856, correlation 1742
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031720314,1739292288031720504,190, process 3626769, thread 2732793856, correlation 1743
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031720564,1739292288031720664,100, process 3626769, thread 2732793856, correlation 1744
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031720725,1739292288031720945,220, process 3626769, thread 2732793856, correlation 1745
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031721005,1739292288031721216,211, process 3626769, thread 2732793856, correlation 1746
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031722067,1739292288031722167,100, process 3626769, thread 2732793856, correlation 1747
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031722227,1739292288031722328,101, process 3626769, thread 2732793856, correlation 1748
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031722388,1739292288031722598,210, process 3626769, thread 2732793856, correlation 1749
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031722748,1739292288031722939,191, process 3626769, thread 2732793856, correlation 1750
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031722999,1739292288031723089,90, process 3626769, thread 2732793856, correlation 1751
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031723159,1739292288031723370,211, process 3626769, thread 2732793856, correlation 1752
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031723430,1739292288031723640,210, process 3626769, thread 2732793856, correlation 1753
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031743478,1739292288031743958,480, process 3626769, thread 2732793856, correlation 1754
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031744189,1739292288031744279,90, process 3626769, thread 2732793856, correlation 1755
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031744349,1739292288031744580,231, process 3626769, thread 2732793856, correlation 1756
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031744750,1739292288031744950,200, process 3626769, thread 2732793856, correlation 1757
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031745010,1739292288031745110,100, process 3626769, thread 2732793856, correlation 1758
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031745171,1739292288031745391,220, process 3626769, thread 2732793856, correlation 1759
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031745441,1739292288031745662,221, process 3626769, thread 2732793856, correlation 1760
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031746123,1739292288031746233,110, process 3626769, thread 2732793856, correlation 1761
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031746293,1739292288031746383,90, process 3626769, thread 2732793856, correlation 1762
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031746443,1739292288031746653,210, process 3626769, thread 2732793856, correlation 1763
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031746794,1739292288031746984,190, process 3626769, thread 2732793856, correlation 1764
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031747044,1739292288031747144,100, process 3626769, thread 2732793856, correlation 1765
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031747205,1739292288031747425,220, process 3626769, thread 2732793856, correlation 1766
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031747485,1739292288031747685,200, process 3626769, thread 2732793856, correlation 1767
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031747956,1739292288031748056,100, process 3626769, thread 2732793856, correlation 1768
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031748116,1739292288031748216,100, process 3626769, thread 2732793856, correlation 1769
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031748276,1739292288031748487,211, process 3626769, thread 2732793856, correlation 1770
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031748607,1739292288031748808,201, process 3626769, thread 2732793856, correlation 1771
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031748868,1739292288031748958,90, process 3626769, thread 2732793856, correlation 1772
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031749028,1739292288031749238,210, process 3626769, thread 2732793856, correlation 1773
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031749298,1739292288031749499,201, process 3626769, thread 2732793856, correlation 1774
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031750010,1739292288031750120,110, process 3626769, thread 2732793856, correlation 1775
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031750180,1739292288031750270,90, process 3626769, thread 2732793856, correlation 1776
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031750330,1739292288031750541,211, process 3626769, thread 2732793856, correlation 1777
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031750691,1739292288031750892,201, process 3626769, thread 2732793856, correlation 1778
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031750952,1739292288031751052,100, process 3626769, thread 2732793856, correlation 1779
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031751112,1739292288031751322,210, process 3626769, thread 2732793856, correlation 1780
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031751382,1739292288031751583,201, process 3626769, thread 2732793856, correlation 1781
